"year","make","model","engine.fuel.type","engine.hp","engine.cylinders","transmission.type","driven_wheels","number.of.doors","market.category","vehicle.size","vehicle.style","highway.mpg","popularity","msrp"
2017,"Ford","Transit Connect","flex-fuel (unleaded/E85)",169,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Cargo Minivan",27,5657,23900
2017,"Ford","Transit Wagon","flex-fuel (unleaded/E85)",275,6,"AUTOMATIC","rear wheel drive",3,"Flex Fuel","Midsize","Passenger Van",19,5657,34515
2017,"Chevrolet","Traverse","regular unleaded",281,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",22,1385,38650
2017,"Chevrolet","Trax","regular unleaded",138,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","4dr SUV",30,1385,24400
2017,"Audi","TTS","premium unleaded (required)",292,4,"AUTOMATED_MANUAL","all wheel drive",2,"Factory Tuner,Luxury,High-Performance","Compact","Coupe",27,3105,52500
2017,"Hyundai","Tucson","regular unleaded",164,4,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",30,1439,22700
2017,"Toyota","Tundra","regular unleaded",381,8,"AUTOMATIC","four wheel drive",2,"N/A","Large","Regular Cab Pickup",17,2031,33450
2017,"Volvo","V60 Cross Country","regular unleaded",240,4,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Midsize","Wagon",30,870,41700
2017,"Volvo","V60","regular unleaded",302,4,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Midsize","Wagon",31,870,48950
2017,"Nissan","Versa Note","regular unleaded",109,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",39,2009,15480
2017,"Nissan","Versa","regular unleaded",109,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",39,2009,17280
2017,"Subaru","WRX","premium unleaded (required)",305,4,"MANUAL","all wheel drive",4,"Factory Tuner,High-Performance","Compact","Sedan",23,640,39995
2017,"BMW","X1","premium unleaded (required)",228,4,"AUTOMATIC","front wheel drive",4,"Crossover,Luxury","Compact","4dr SUV",32,3916,33100
2017,"BMW","X3","diesel",180,4,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury,Diesel","Midsize","4dr SUV",34,3916,42750
2017,"BMW","X4","premium unleaded (required)",355,6,"AUTOMATIC","all wheel drive",4,"Crossover,Factory Tuner,Luxury,High-Performance","Midsize","4dr SUV",26,3916,58100
2017,"BMW","X5 M","premium unleaded (required)",567,8,"AUTOMATIC","all wheel drive",4,"Crossover,Factory Tuner,Luxury,High-Performance","Midsize","4dr SUV",19,3916,98800
2017,"BMW","X5","premium unleaded (required)",300,6,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Midsize","4dr SUV",24,3916,57800
2017,"BMW","X6 M","premium unleaded (required)",567,8,"AUTOMATIC","all wheel drive",4,"Crossover,Factory Tuner,Luxury,High-Performance","Midsize","4dr SUV",19,3916,102200
2017,"BMW","X6","premium unleaded (required)",300,6,"AUTOMATIC","rear wheel drive",4,"Crossover,Luxury","Midsize","4dr SUV",25,3916,61400
2017,"Volvo","XC60","regular unleaded",240,4,"AUTOMATIC","front wheel drive",4,"Crossover,Luxury","Midsize","4dr SUV",30,870,40950
2017,"Cadillac","XT5","premium unleaded (required)",310,6,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Midsize","4dr SUV",26,1624,62500
2017,"Cadillac","XTS","regular unleaded",304,6,"AUTOMATIC","front wheel drive",4,"Luxury,Performance","Large","Sedan",28,1624,45295
2017,"Toyota","Yaris iA","regular unleaded",106,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",39,2031,15950
2017,"Toyota","Yaris","regular unleaded",106,4,"AUTOMATIC","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",35,2031,16000
2017,"GMC","Yukon XL","flex-fuel (unleaded/E85)",355,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel,Performance","Large","4dr SUV",22,549,54230
2017,"GMC","Yukon","premium unleaded (recommended)",420,8,"AUTOMATIC","four wheel drive",4,"Performance","Large","4dr SUV",20,549,68965
2016,"Alfa Romeo","4C","premium unleaded (required)",237,4,"AUTOMATED_MANUAL","rear wheel drive",2,"Luxury,High-Performance","Compact","Coupe",34,113,55900
2016,"Toyota","4Runner","regular unleaded",270,6,"AUTOMATIC","rear wheel drive",4,"N/A","Midsize","4dr SUV",22,2031,36690
2016,"BMW","5 Series","diesel",255,6,"AUTOMATIC","rear wheel drive",4,"Diesel,Luxury","Large","Sedan",38,3916,57350
2016,"McLaren","570S","premium unleaded (required)",562,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",23,416,184900
2016,"Hyundai","Accent","regular unleaded",137,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",37,1439,15745
2016,"BMW","ActiveHybrid 5","premium unleaded (required)",335,6,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance,Hybrid","Large","Sedan",30,3916,62100
2016,"Audi","allroad","premium unleaded (recommended)",220,4,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Wagon",28,3105,42700
2016,"Lamborghini","Aventador","premium unleaded (required)",700,12,"AUTOMATED_MANUAL","all wheel drive",2,"Exotic,High-Performance","Midsize","Convertible",17,1158,443800
2016,"Volkswagen","Beetle Convertible","premium unleaded (recommended)",210,4,"MANUAL","front wheel drive",2,"Performance","Compact","Convertible",31,873,29790
2016,"Porsche","Boxster","premium unleaded (required)",330,6,"MANUAL","rear wheel drive",2,"Luxury,High-Performance","Compact","Convertible",26,1715,74600
2016,"GMC","Canyon","regular unleaded",305,6,"AUTOMATIC","rear wheel drive",4,"Diesel","Compact","Crew Cab Pickup",26,549,34280
2016,"Porsche","Cayman","premium unleaded (required)",325,6,"MANUAL","rear wheel drive",2,"Luxury,High-Performance","Compact","Coupe",28,1715,64100
2016,"Bentley","Continental GT","premium unleaded (required)",521,8,"AUTOMATIC","all wheel drive",2,"Exotic,Factory Tuner,Luxury,High-Performance","Midsize","Convertible",24,520,231800
2016,"Honda","CR-V","regular unleaded",185,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","4dr SUV",31,2202,27295
2016,"Honda","CR-Z","regular unleaded",130,4,"MANUAL","front wheel drive",2,"Hatchback,Hybrid","Compact","2dr Hatchback",38,2202,22140
2016,"Mazda","CX-9","regular unleaded",227,4,"AUTOMATIC","front wheel drive",4,"Crossover","Large","4dr SUV",28,586,35970
2016,"Rolls-Royce","Dawn","premium unleaded (required)",563,12,"AUTOMATIC","rear wheel drive",2,"Exotic,Luxury,High-Performance","Large","Convertible",19,86,335000
2016,"Aston Martin","DB9 GT","premium unleaded (required)",540,12,"AUTOMATIC","rear wheel drive",2,"Exotic,High-Performance","Midsize","Coupe",19,259,235307
2016,"Volkswagen","e-Golf","electric",115,0,"DIRECT_DRIVE","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",105,873,28995
2016,"Volkswagen","Eos","premium unleaded (recommended)",200,4,"AUTOMATED_MANUAL","front wheel drive",2,"N/A","Compact","Convertible",30,873,31995
2016,"Chevrolet","Express","flex-fuel (unleaded/E85)",285,8,"AUTOMATIC","rear wheel drive",3,"Flex Fuel","Large","Passenger Van",16,1385,37500
2016,"Bentley","Flying Spur","premium unleaded (required)",500,8,"AUTOMATIC","all wheel drive",4,"Exotic,Luxury,High-Performance","Large","Sedan",24,520,201000
2016,"Mercedes-Benz","G-Class","premium unleaded (required)",416,8,"AUTOMATIC","four wheel drive",4,"Luxury","Midsize","4dr SUV",14,617,119900
2016,"Hyundai","Genesis Coupe","premium unleaded (recommended)",348,6,"MANUAL","rear wheel drive",2,"High-Performance","Midsize","Coupe",24,1439,26950
2016,"Hyundai","Genesis","regular unleaded",311,6,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Large","Sedan",25,1439,41250
2016,"Rolls-Royce","Ghost Series II","premium unleaded (required)",563,12,"AUTOMATIC","rear wheel drive",4,"Exotic,Luxury,Performance","Large","Sedan",21,86,295850
2016,"Mercedes-Benz","GL-Class","premium unleaded (required)",429,8,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury,Performance","Large","4dr SUV",18,617,89950
2016,"Maserati","GranTurismo Convertible","premium unleaded (required)",454,8,"AUTOMATIC","rear wheel drive",2,"Exotic,Factory Tuner,Luxury,High-Performance","Midsize","Convertible",20,238,161070
2016,"Maserati","GranTurismo","premium unleaded (required)",454,8,"AUTOMATIC","rear wheel drive",2,"Exotic,Factory Tuner,Luxury,High-Performance","Large","Coupe",21,238,150570
2016,"Lexus","GS 450h","premium unleaded (required)",338,6,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance,Hybrid","Midsize","Sedan",34,454,63080
2016,"Lexus","GS F","premium unleaded (required)",467,8,"AUTOMATIC","rear wheel drive",4,"Factory Tuner,Luxury,High-Performance","Midsize","Sedan",24,454,84440
2016,"Toyota","Highlander Hybrid","regular unleaded",280,6,"AUTOMATIC","all wheel drive",4,"Crossover,Hybrid","Midsize","4dr SUV",28,2031,50485
2016,"Lamborghini","Huracan","premium unleaded (required)",610,10,"AUTOMATED_MANUAL","all wheel drive",2,"Exotic,High-Performance","Compact","Coupe",21,1158,238500
2016,"Scion","iA","regular unleaded",106,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",42,105,16800
2016,"Chevrolet","Impala Limited","flex-fuel (unleaded/E85)",300,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Large","Sedan",30,1385,26840
2016,"Lexus","IS 350","premium unleaded (required)",306,6,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Midsize","Sedan",26,454,43035
2016,"Kia","K900","regular unleaded",311,6,"AUTOMATIC","rear wheel drive",4,"Luxury","Large","Sedan",26,1720,49000
2016,"Nissan","Leaf","electric",147,0,"DIRECT_DRIVE","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",101,2009,29010
2016,"Land Rover","LR4","premium unleaded (required)",340,6,"AUTOMATIC","four wheel drive",4,"Luxury","Midsize","4dr SUV",19,258,50400
2016,"Lexus","LS 600h L","premium unleaded (required)",438,8,"AUTOMATIC","all wheel drive",4,"Luxury,High-Performance,Hybrid","Large","Sedan",23,454,120440
2016,"BMW","M4 GTS","premium unleaded (required)",493,6,"AUTOMATED_MANUAL","rear wheel drive",2,"Factory Tuner,Luxury,High-Performance","Midsize","Coupe",23,3916,133205
2016,"BMW","M5","premium unleaded (required)",560,8,"AUTOMATED_MANUAL","rear wheel drive",4,"Factory Tuner,Luxury,High-Performance","Large","Sedan",20,3916,94100
2016,"Chevrolet","Malibu Limited","regular unleaded",197,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",34,1385,23835
2016,"Mercedes-Benz","Metris","premium unleaded (recommended)",208,4,"AUTOMATIC","rear wheel drive",4,"Luxury","Compact","Passenger Minivan",23,617,32500
2016,"Lincoln","MKS","regular unleaded",350,6,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Large","Sedan",24,61,41005
2016,"Tesla","Model S","electric",518,0,"DIRECT_DRIVE","all wheel drive",4,"Exotic,Performance","Large","Sedan",105,1391,79500
2016,"Kia","Optima","regular unleaded",245,4,"AUTOMATIC","front wheel drive",4,"Performance","Midsize","Sedan",32,1720,29940
2016,"Rolls-Royce","Phantom Coupe","premium unleaded (required)",453,12,"AUTOMATIC","rear wheel drive",2,"Exotic,Luxury,Performance","Large","Coupe",19,86,449525
2016,"Rolls-Royce","Phantom Drophead Coupe","premium unleaded (required)",453,12,"AUTOMATIC","rear wheel drive",2,"Exotic,Luxury,Performance","Large","Convertible",19,86,492000
2016,"Rolls-Royce","Phantom","premium unleaded (required)",453,12,"AUTOMATIC","rear wheel drive",4,"Exotic,Luxury,Performance","Large","Sedan",19,86,417825
2016,"Toyota","Prius c","regular unleaded",99,4,"AUTOMATIC","front wheel drive",4,"Hatchback,Hybrid","Compact","4dr Hatchback",46,2031,20360
2016,"Infiniti","Q70","premium unleaded (required)",420,8,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Large","Sedan",23,190,67050
2016,"Land Rover","Range Rover Sport","premium unleaded (recommended)",510,8,"AUTOMATIC","four wheel drive",4,"Luxury,High-Performance","Midsize","4dr SUV",19,258,93075
2016,"Land Rover","Range Rover","diesel",254,6,"AUTOMATIC","four wheel drive",4,"Diesel,Luxury","Large","4dr SUV",29,258,86450
2016,"Audi","S4","premium unleaded (required)",333,6,"AUTOMATED_MANUAL","all wheel drive",4,"Factory Tuner,Luxury,High-Performance","Midsize","Sedan",28,3105,56100
2016,"Volvo","S80","regular unleaded",240,4,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Sedan",37,870,48375
2016,"GMC","Savana","flex-fuel (unleaded/E85)",285,8,"AUTOMATIC","rear wheel drive",3,"Flex Fuel","Midsize","Passenger Van",16,549,32990
2016,"Mercedes-Benz","SLK-Class","premium unleaded (required)",302,6,"AUTOMATIC","rear wheel drive",2,"Luxury,High-Performance","Compact","Convertible",29,617,59200
2016,"Kia","Soul EV","electric",165,0,"DIRECT_DRIVE","front wheel drive",4,"N/A","Compact","Wagon",92,1720,33950
2016,"Kia","Soul","regular unleaded",130,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Wagon",30,1720,17400
2016,"Chevrolet","SS","premium unleaded (recommended)",415,8,"AUTOMATIC","rear wheel drive",4,"High-Performance","Large","Sedan",20,1385,46575
2016,"Chrysler","Town and Country","flex-fuel (unleaded/E85)",283,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Passenger Minivan",25,1013,35845
2016,"Aston Martin","V8 Vantage","premium unleaded (required)",430,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",19,259,148795
2016,"Aston Martin","Vanquish","premium unleaded (required)",568,12,"AUTOMATIC","rear wheel drive",2,"Exotic,High-Performance","Midsize","Coupe",21,259,287650
2016,"Rolls-Royce","Wraith","premium unleaded (required)",624,12,"AUTOMATIC","rear wheel drive",2,"Exotic,Luxury,High-Performance","Large","Coupe",21,86,304350
2016,"Volvo","XC70","regular unleaded",240,4,"AUTOMATIC","front wheel drive",4,"Crossover,Luxury","Midsize","Wagon",31,870,46675
2016,"BMW","Z4","premium unleaded (required)",300,6,"AUTOMATED_MANUAL","rear wheel drive",2,"Luxury,High-Performance","Compact","Convertible",24,3916,57500
2015,"Ferrari","458 Italia","premium unleaded (required)",562,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",17,2774,239340
2015,"Mazda","5","regular unleaded",157,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Passenger Minivan",28,586,24770
2015,"McLaren","650S Coupe","premium unleaded (required)",641,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",22,416,265500
2015,"McLaren","650S Spider","premium unleaded (required)",641,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",22,416,280225
2015,"BMW","ActiveHybrid 7","premium unleaded (required)",335,6,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance,Hybrid","Large","Sedan",30,3916,84300
2015,"Ferrari","California T","premium unleaded (required)",553,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",23,2774,198973
2015,"Chevrolet","Captiva Sport","flex-fuel (unleaded/E85)",180,4,"AUTOMATIC","front wheel drive",4,"Crossover,Flex Fuel","Midsize","4dr SUV",28,1385,25985
2015,"Bentley","Continental GT3-R","premium unleaded (required)",572,8,"AUTOMATIC","all wheel drive",2,"Exotic,Factory Tuner,Luxury,High-Performance","Midsize","Coupe",23,520,337000
2015,"Honda","Crosstour","regular unleaded",192,4,"AUTOMATIC","front wheel drive",4,"Crossover,Hatchback","Midsize","4dr Hatchback",31,2202,33315
2015,"Cadillac","CTS-V Coupe","premium unleaded (required)",556,8,"MANUAL","rear wheel drive",2,"Factory Tuner,Luxury,High-Performance","Midsize","Coupe",19,1624,69900
2015,"Ferrari","F12 Berlinetta","premium unleaded (required)",731,12,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Midsize","Coupe",16,2774,319995
2015,"Mercedes-Benz","GLK-Class","premium unleaded (required)",302,6,"AUTOMATIC","rear wheel drive",4,"Crossover,Luxury,Performance","Midsize","4dr SUV",25,617,37900
2015,"Lexus","IS 250 C","premium unleaded (required)",204,6,"AUTOMATIC","rear wheel drive",2,"Luxury","Compact","Convertible",30,454,43360
2015,"Lexus","IS 250","premium unleaded (required)",204,6,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",30,454,36550
2015,"Lexus","IS 350 C","premium unleaded (required)",306,6,"AUTOMATIC","rear wheel drive",2,"Luxury,Performance","Compact","Convertible",27,454,47640
2015,"Mercedes-Benz","M-Class","premium unleaded (required)",329,6,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury,Performance","Midsize","4dr SUV",22,617,62900
2015,"Infiniti","Q40","premium unleaded (required)",328,6,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance","Midsize","Sedan",27,190,33950
2015,"Infiniti","Q60 Convertible","premium unleaded (required)",343,6,"AUTOMATIC","rear wheel drive",2,"Factory Tuner,Luxury,Performance","Midsize","Convertible",26,190,62100
2015,"Nissan","Rogue Select","regular unleaded",170,4,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",27,2009,21500
2015,"Audi","RS 5","premium unleaded (required)",450,8,"AUTOMATED_MANUAL","all wheel drive",2,"Factory Tuner,Luxury,High-Performance","Midsize","Convertible",22,3105,79200
2015,"Toyota","Venza","regular unleaded",268,6,"AUTOMATIC","all wheel drive",4,"Crossover,Performance","Midsize","Wagon",25,2031,35600
2015,"Scion","xB","regular unleaded",158,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Wagon",28,105,18070
2015,"Subaru","XV Crosstrek","regular unleaded",148,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","4dr SUV",34,640,24795
2014,"Mazda","2","regular unleaded",100,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",34,586,17050
2014,"Honda","Accord Plug-In Hybrid","regular unleaded",196,4,"AUTOMATIC","front wheel drive",4,"Hybrid","Midsize","Sedan",46,2202,39780
2014,"Dodge","Avenger","regular unleaded",173,4,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Sedan",29,1851,20595
2014,"Ferrari","California","premium unleaded (required)",483,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",19,2774,198190
2014,"Mercedes-Benz","CL-Class","premium unleaded (required)",621,12,"AUTOMATIC","rear wheel drive",2,"Factory Tuner,Luxury,High-Performance","Large","Coupe",18,617,215500
2014,"Bentley","Continental GT Speed Convertible","flex-fuel (premium unleaded required/E85)",626,12,"AUTOMATIC","all wheel drive",2,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance","Midsize","Convertible",20,520,238700
2014,"Bentley","Continental GT Speed","flex-fuel (premium unleaded required/E85)",616,12,"AUTOMATIC","all wheel drive",2,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance","Midsize","Coupe",20,520,217000
2014,"Bentley","Continental GTC","premium unleaded (required)",500,8,"AUTOMATIC","all wheel drive",2,"Exotic,Luxury,High-Performance","Midsize","Convertible",24,520,195200
2014,"Chevrolet","Corvette Stingray","premium unleaded (recommended)",455,8,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",29,1385,53000
2014,"Cadillac","CTS-V Wagon","premium unleaded (required)",556,8,"MANUAL","rear wheel drive",4,"Factory Tuner,Luxury,High-Performance","Midsize","Wagon",19,1624,63600
2014,"Nissan","Cube","regular unleaded",122,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Wagon",31,2009,19000
2014,"Ford","E-Series Wagon","flex-fuel (unleaded/E85)",225,8,"AUTOMATIC","rear wheel drive",3,"Flex Fuel","Midsize","Passenger Van",16,5657,32675
2014,"Hyundai","Elantra Coupe","regular unleaded",166,4,"AUTOMATIC","front wheel drive",2,"N/A","Compact","Coupe",34,1439,19600
2014,"Lotus","Evora","premium unleaded (required)",345,6,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",26,613,78750
2014,"Chevrolet","Express Cargo","flex-fuel (unleaded/E85)",310,8,"AUTOMATIC","all wheel drive",3,"Flex Fuel","Midsize","Cargo Van",17,1385,32760
2014,"Honda","Fit EV","electric",123,0,"DIRECT_DRIVE","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",105,2202,36625
2014,"Toyota","FJ Cruiser","regular unleaded",260,6,"AUTOMATIC","four wheel drive",4,"N/A","Midsize","4dr SUV",20,2031,29270
2014,"Lamborghini","Gallardo","premium unleaded (required)",550,10,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",20,1158,209500
2014,"Rolls-Royce","Ghost","premium unleaded (required)",563,12,"AUTOMATIC","rear wheel drive",4,"Exotic,Luxury,Performance","Large","Sedan",21,86,263200
2014,"Volkswagen","GTI","premium unleaded (recommended)",200,4,"AUTOMATED_MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",33,873,26195
2014,"Acura","ILX Hybrid","premium unleaded (recommended)",111,4,"AUTOMATIC","front wheel drive",4,"Luxury,Hybrid","Compact","Sedan",38,204,28900
2014,"Subaru","Impreza WRX","premium unleaded (required)",265,4,"MANUAL","all wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",25,640,28495
2014,"Honda","Insight","regular unleaded",98,4,"AUTOMATIC","front wheel drive",4,"Hatchback,Hybrid","Compact","4dr Hatchback",44,2202,22190
2014,"Lexus","IS F","premium unleaded (required)",416,8,"AUTOMATIC","rear wheel drive",4,"Factory Tuner,Luxury,High-Performance","Midsize","Sedan",23,454,63600
2014,"Volkswagen","Jetta GLI","premium unleaded (recommended)",210,4,"MANUAL","front wheel drive",4,"Performance","Midsize","Sedan",33,873,24535
2014,"Volkswagen","Jetta Hybrid","premium unleaded (required)",170,4,"AUTOMATED_MANUAL","front wheel drive",4,"Hybrid","Midsize","Sedan",48,873,31895
2014,"Volkswagen","Jetta SportWagen","regular unleaded",170,5,"MANUAL","front wheel drive",4,"N/A","Compact","Wagon",33,873,20995
2014,"Nissan","Murano CrossCabriolet","premium unleaded (recommended)",265,6,"AUTOMATIC","all wheel drive",2,"Crossover","Midsize","Convertible SUV",22,2009,41995
2014,"Toyota","RAV4 EV","electric",154,0,"DIRECT_DRIVE","front wheel drive",4,"Crossover","Midsize","4dr SUV",74,2031,49800
2014,"Ford","Shelby GT500","premium unleaded (required)",662,8,"MANUAL","rear wheel drive",2,"Factory Tuner,High-Performance","Midsize","Coupe",24,5657,55110
2014,"Mercedes-Benz","SLS AMG GT","premium unleaded (required)",622,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,Factory Tuner,Luxury,High-Performance","Compact","Coupe",17,617,275000
2014,"Dodge","SRT Viper","premium unleaded (required)",640,10,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",19,1851,107385
2014,"Acura","TL","premium unleaded (recommended)",280,6,"AUTOMATIC","front wheel drive",4,"Luxury,Performance","Midsize","Sedan",29,204,37530
2014,"Subaru","Tribeca","regular unleaded",256,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,640,34095
2014,"Acura","TSX Sport Wagon","premium unleaded (recommended)",201,4,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Wagon",30,204,35635
2014,"Scion","xD","regular unleaded",128,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",33,105,15920
2013,"BMW","1 Series","premium unleaded (required)",230,6,"MANUAL","rear wheel drive",2,"Luxury","Compact","Convertible",27,3916,37200
2013,"Chevrolet","Black Diamond Avalanche","flex-fuel (unleaded/E85)",320,8,"AUTOMATIC","four wheel drive",4,"Crossover,Flex Fuel","Large","Crew Cab Pickup",21,1385,39030
2013,"Volvo","C70","regular unleaded",227,5,"AUTOMATIC","front wheel drive",2,"Luxury","Compact","Convertible",28,870,41200
2013,"Bentley","Continental Flying Spur Speed","flex-fuel (premium unleaded required/E85)",600,12,"AUTOMATIC","all wheel drive",4,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance","Large","Sedan",17,520,209600
2013,"Bentley","Continental Flying Spur","flex-fuel (premium unleaded required/E85)",552,12,"AUTOMATIC","all wheel drive",4,"Exotic,Flex Fuel,Luxury,High-Performance","Large","Sedan",19,520,184200
2013,"Infiniti","EX","premium unleaded (recommended)",325,6,"AUTOMATIC","rear wheel drive",4,"Crossover,Luxury","Midsize","4dr SUV",25,190,36900
2013,"Infiniti","G Convertible","premium unleaded (required)",343,6,"AUTOMATIC","rear wheel drive",2,"Factory Tuner,Luxury,Performance","Midsize","Convertible",25,190,61450
2013,"Infiniti","G Coupe","premium unleaded (recommended)",330,6,"MANUAL","rear wheel drive",2,"Luxury,High-Performance","Midsize","Coupe",25,190,45500
2013,"Suzuki","Grand Vitara","regular unleaded",166,4,"AUTOMATIC","four wheel drive",4,"Crossover","Compact","4dr SUV",23,481,23799
2013,"Infiniti","JX","premium unleaded (recommended)",265,6,"AUTOMATIC","front wheel drive",4,"Crossover,Luxury","Large","4dr SUV",24,190,41250
2013,"Infiniti","QX","premium unleaded (recommended)",400,8,"AUTOMATIC","four wheel drive",4,"Luxury","Large","4dr SUV",20,190,64450
2013,"GMC","Sierra 1500 Hybrid","regular unleaded",332,8,"AUTOMATIC","four wheel drive",4,"Hybrid","Large","Crew Cab Pickup",23,549,51935
2013,"Chevrolet","Silverado 1500 Hybrid","regular unleaded",332,8,"AUTOMATIC","four wheel drive",4,"Hybrid","Large","Crew Cab Pickup",23,1385,51490
2013,"Bentley","Supersports Convertible ISR","flex-fuel (premium unleaded required/E85)",631,12,"AUTOMATIC","all wheel drive",2,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance","Midsize","Convertible",19,520,291900
2013,"Suzuki","SX4","regular unleaded",150,4,"MANUAL","all wheel drive",4,"Crossover,Hatchback","Compact","4dr Hatchback",30,481,19349
2013,"Chevrolet","Tahoe Hybrid","regular unleaded",332,8,"AUTOMATIC","four wheel drive",4,"Luxury,Hybrid","Large","4dr SUV",23,1385,56425
2013,"Audi","TT RS","premium unleaded (required)",360,5,"MANUAL","all wheel drive",2,"Factory Tuner,Luxury,High-Performance","Compact","Coupe",25,3105,57200
2013,"GMC","Yukon Hybrid","regular unleaded",332,8,"AUTOMATIC","rear wheel drive",4,"Luxury,Hybrid","Large","4dr SUV",23,549,54145
2012,"Maybach","57","premium unleaded (required)",543,12,"AUTOMATIC","rear wheel drive",4,"Exotic,Luxury","Large","Sedan",16,67,379050
2012,"Saab","9-3 Griffin","flex-fuel (premium unleaded recommended/E85)",220,4,"MANUAL","front wheel drive",4,"Flex Fuel,Luxury","Midsize","Sedan",33,376,28900
2012,"Chevrolet","Avalanche","flex-fuel (unleaded/E85)",320,8,"AUTOMATIC","rear wheel drive",4,"Crossover,Flex Fuel","Large","Crew Cab Pickup",21,1385,40195
2012,"Dodge","Caliber","regular unleaded",158,4,"MANUAL","front wheel drive",4,"N/A","Compact","Wagon",32,1851,18730
2012,"Bentley","Continental Supersports","flex-fuel (premium unleaded required/E85)",621,12,"AUTOMATIC","all wheel drive",2,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance","Midsize","Coupe",19,520,267000
2012,"Aston Martin","DBS","premium unleaded (required)",510,12,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Midsize","Convertible",17,259,295987
